 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
728,16-1_10min:n_12_t_57:_10056,2553.024,255,0,255,255,255,873.143,92.807,873.143,92.807,313.381,850.86,48.72,38.28,92.22,95.25,34.127,90.915,0.327,93.54,651021.043,255,NaN,NaN,100,860115,57,858.69,140.94,80.362,38.221,2.791,0.358,0.793
729,16-1_10min:n_12_t_58:_10057,1789.312,255,0,255,255,255,871.928,76.144,871.928,76.144,207.627,852.6,40.02,35.67,81.78,76.853,29.644,86.884,0.522,82.076,456274.458,255,NaN,NaN,100,602820,58,863.91,121.8,85.135,35.67,2.593,0.386,0.81
730,16-1_10min:n_12_t_59:_10058,1408.591,255,0,255,255,255,874.322,78.773,874.322,78.773,195.622,860.43,42.63,27.84,80.91,76.157,23.55,88.329,0.463,81.139,359190.679,255,NaN,NaN,100,474555,59,866.52,42.63,94.304,27.84,3.234,0.309,0.817
731,16-1_10min:n_12_t_60:_10059,1039.981,0,0,0,0,0,877.83,119.625,877.83,119.625,157.158,870,77.43,15.66,84.39,84.155,15.735,90,0.529,84.408,0,0,NaN,NaN,0,0,60,876.96,77.43,91.181,15.66,5.348,0.187,1
732,16-1_10min:n_14_t_61:_10060,1975.509,255,0,255,255,255,821.311,189.563,821.311,189.563,271.359,796.05,133.98,54.81,103.53,116.078,21.669,71.049,0.337,109.503,503754.795,255,NaN,NaN,100,665550,61,798.66,237.51,70.989,28.689,5.357,0.187,0.723
733,16-1_10min:n_13_t_20:_10000,2602.979,250.403,33.934,255,0,255,287.658,478.396,287.386,478.724,292.821,245.34,440.22,79.17,100.05,107.627,30.794,59.316,0.381,123.101,651793.082,255,-7.245,50.486,98.197,861135,1,246.21,539.4,51.024,41.485,3.495,0.286,0.798
734,16-1_10min:n_13_t_20:_10001,2574.217,246.003,47.053,255,0,255,285.883,477.92,285.175,478.7,291.802,245.34,437.61,73.95,101.79,109.951,29.81,60.271,0.38,121.164,633264.169,255,-5.038,23.378,96.472,836655,2,245.34,538.53,54.941,40.471,3.688,0.271,0.813
735,16-1_10min:n_13_t_20:_10002,2807.342,255,0,255,255,255,286.441,478.958,286.441,478.958,294.859,244.47,437.61,79.17,101.79,116.714,30.626,58.797,0.406,127.202,715872.235,255,NaN,NaN,100,945795,3,245.34,539.4,52.503,38.597,3.811,0.262,0.857
736,16-1_10min:n_13_t_16:_10003,1822.615,255,0,255,255,255,277.902,490.426,277.902,490.426,255.313,244.47,442.83,58.29,96.57,99.699,23.276,65.663,0.351,110.284,464766.876,255,NaN,NaN,100,614040,4,246.21,539.4,60.199,28.583,4.283,0.233,0.769
737,16-1_10min:n_13_t_20:_10004,2030.763,255,0,255,255,255,282.063,479.567,282.063,479.567,318.622,243.6,428.91,80.91,109.62,115.555,22.376,61.021,0.251,134.005,517844.488,255,NaN,NaN,100,684165,5,244.47,538.53,54.246,34.667,5.164,0.194,0.636
738,16-1_10min:n_13_t_20:_10005,1752.224,255,0,255,255,255,279.592,481.141,279.592,481.141,270.077,245.34,433.26,64.38,102.66,110.749,20.145,63.697,0.302,121.177,446816.992,255,NaN,NaN,100,590325,6,245.34,535.92,57.907,26.295,5.498,0.182,0.768
739,16-1_10min:n_13_t_20:_10006,2795.989,255,0,255,255,255,289.441,474.99,289.441,474.99,297.779,245.34,426.3,79.17,110.49,123.707,28.777,58.577,0.396,131.747,712977.093,255,NaN,NaN,100,941970,7,246.21,536.79,56.31,34.575,4.299,0.233,0.857
740,16-1_10min:n_13_t_17:_10007,1812.019,255,0,255,255,255,282.67,496.666,282.67,496.666,257.264,245.34,448.92,70.47,87,65.46,35.245,51.589,0.344,98.059,462064.743,255,NaN,NaN,100,610470,8,246.21,535.92,62.526,47.254,1.857,0.538,0.68
741,16-1_10min:n_13_t_17:_10008,1812.019,255,0,255,255,255,282.67,496.666,282.67,496.666,257.264,245.34,448.92,70.47,87,65.46,35.245,51.589,0.344,98.059,462064.743,255,NaN,NaN,100,610470,9,246.21,535.92,62.526,47.254,1.857,0.538,0.68
742,16-1_10min:n_13_t_20:_10009,2922.391,255,0,255,255,255,293.902,483.468,293.902,483.468,316.496,244.47,427.17,82.65,109.62,102.835,36.183,56.367,0.367,135.547,745209.68,255,NaN,NaN,100,984555,10,245.34,536.79,53.351,47.12,2.842,0.352,0.768
743,16-1_10min:n_13_t_16:_10010,1254.183,255,0,255,255,255,281.215,490.62,281.215,490.62,215.38,249.69,448.05,51.33,84.39,85.245,18.733,59.067,0.34,95.751,319816.742,255,NaN,NaN,100,422535,11,249.69,532.44,61.805,23.749,4.551,0.22,0.792
744,16-1_10min:n_13_t_16:_10011,1065.715,255,0,255,255,255,282.372,490.022,282.372,490.022,199.931,251.43,453.27,51.33,77.43,82.124,16.523,56.572,0.335,90.12,271757.376,255,NaN,NaN,100,359040,12,251.43,530.7,59.226,21.546,4.97,0.201,0.819
745,16-1_10min:n_13_t_20:_10012,1815.803,254.894,5.206,255,0,255,302.902,473.138,302.896,473.144,302.453,255.78,432.39,75.69,93.96,88.837,26.025,53.577,0.249,117.814,462836.781,255,-48.949,2394,99.958,611490,13,256.65,526.35,52.199,38.59,3.414,0.293,0.626
746,16-1_10min:n_13_t_25:_10013,3175.196,255,0,255,255,255,313.121,461.919,313.121,461.919,334.493,264.48,409.77,76.56,110.49,107.444,37.627,73.674,0.357,125.826,809674.853,255,NaN,NaN,100,1069725,14,265.35,520.26,60.599,51.936,2.856,0.35,0.654
747,16-1_10min:n_13_t_26:_10014,3412.105,252.568,24.788,255,0,255,314.163,463.961,314.077,464.249,353.721,263.61,409.77,82.65,112.23,113.228,38.369,73.278,0.343,132.231,861787.417,255,-10.092,99.847,99.046,1138575,15,264.48,522,55.996,54.453,2.951,0.339,0.635
748,16-1_10min:n_13_t_26:_10015,3412.105,252.568,24.788,255,0,255,314.163,463.961,314.077,464.249,353.721,263.61,409.77,82.65,112.23,113.228,38.369,73.278,0.343,132.231,861787.417,255,-10.092,99.847,99.046,1138575,16,264.48,522,55.996,54.453,2.951,0.339,0.635
749,16-1_10min:n_13_t_31:_10016,3898.792,255,0,255,255,255,325.566,455.055,325.566,455.055,309.464,294.93,394.98,59.16,114.84,119.934,41.39,81.669,0.512,114.959,994191.934,255,NaN,NaN,100,1313505,17,321.9,394.98,92.603,46.89,2.898,0.345,0.815
750,16-1_10min:n_13_t_31:_10017,2998.081,255,0,255,255,255,330.359,454.401,330.359,454.401,314.051,306.24,393.24,47.85,117.45,111.695,34.176,96.648,0.382,117.913,764510.63,255,NaN,NaN,100,1010055,18,322.77,393.24,95.08,47.592,3.268,0.306,0.756
751,16-1_10min:n_13_t_31:_10018,4321.142,254.553,10.664,255,0,255,335.497,448.786,335.475,448.812,375.708,304.5,390.63,66.12,120.06,110.78,49.665,90.623,0.385,120.214,1099961.14,255,-23.831,565.902,99.825,1453245,19,327.99,390.63,92.904,61.605,2.231,0.448,0.823
752,16-1_10min:n_13_t_31:_10019,4414.998,254.563,10.55,255,0,255,335.959,448.031,335.938,448.056,378.976,304.5,390.63,66.12,120.06,111.252,50.528,89.339,0.386,120.214,1123894.319,255,-24.089,578.302,99.829,1484865,20,327.99,390.63,92.904,61.605,2.202,0.454,0.829
753,16-1_10min:n_13_t_32:_10020,3104.804,255,0,255,255,255,342.252,451.965,342.252,451.965,394.214,321.9,385.41,47.85,128.76,125.885,31.403,84.844,0.251,128.904,791724.969,255,NaN,NaN,100,1046010,21,334.95,385.41,92.708,43.885,4.009,0.249,0.733
754,16-1_10min:n_13_t_32:_10021,1886.952,255,0,255,255,255,341.27,464.301,341.27,464.301,276.383,323.64,392.37,33.06,117.45,105.532,22.766,85.332,0.31,117.839,481172.683,255,NaN,NaN,100,635715,22,331.47,509.82,85.342,28.406,4.636,0.216,0.729
755,16-1_10min:n_13_t_32:_10022,2374.395,255,0,255,255,255,344.016,456.545,344.016,456.545,298.442,325.38,386.28,35.67,124.41,120.182,25.155,90.256,0.335,124.605,605470.802,255,NaN,NaN,100,799935,23,337.56,386.28,93.202,32.818,4.778,0.209,0.712
756,16-1_10min:n_13_t_32:_10023,2345.633,255,0,255,255,255,346.059,451.829,346.059,451.829,295.471,327.99,387.15,35.67,122.67,119.711,24.948,90.024,0.338,123.19,598136.441,255,NaN,NaN,100,790245,24,337.56,387.15,95.268,33.833,4.798,0.208,0.703
757,16-1_10min:n_13_t_37:_10024,2481.118,255,0,255,255,255,351.068,451.442,351.068,451.442,287.07,334.08,387.15,33.93,123.54,119.451,26.446,94.241,0.378,123.91,632685.141,255,NaN,NaN,100,835890,25,339.3,387.15,94.43,32.436,4.517,0.221,0.781
758,16-1_10min:n_13_t_39:_10025,3272.079,255,0,255,255,255,362.055,454.116,362.055,454.116,313.665,337.56,389.76,56.55,121.8,93.688,44.468,94.787,0.418,121.912,834380.068,255,NaN,NaN,100,1102365,26,341.91,389.76,92.454,55.345,2.107,0.475,0.738
759,16-1_10min:n_13_t_37:_10026,2128.403,255,0,255,255,255,356.255,452.741,356.255,452.741,280.656,338.43,392.37,36.54,118.32,104.467,25.941,89.771,0.34,118.477,542742.714,255,NaN,NaN,100,717060,27,341.91,392.37,92.946,35.675,4.027,0.248,0.694
760,16-1_10min:n_13_t_42:_10027,2780.094,255,0,255,255,255,365.633,461.998,365.633,461.998,307.425,335.82,395.85,56.55,111.36,92.179,38.401,91.154,0.37,111.445,708923.894,255,NaN,NaN,100,936615,28,344.52,507.21,87.763,55.436,2.4,0.417,0.646
761,16-1_10min:n_13_t_38:_10028,2290.379,255,0,255,255,255,363.544,451.022,363.544,451.022,284.594,337.56,395.85,46.98,110.49,100.418,29.041,83.427,0.355,110.545,584046.747,255,NaN,NaN,100,771630,29,346.26,395.85,91.804,42.557,3.458,0.289,0.617
762,16-1_10min:n_13_t_38:_10029,2176.088,255,0,255,255,255,364.633,449.617,364.633,449.617,296.898,333.21,394.11,53.07,110.49,96.007,28.859,79.545,0.31,111.159,554902.312,255,NaN,NaN,100,733125,30,340.17,504.6,83.709,45.674,3.327,0.301,0.546
763,16-1_10min:n_13_t_38:_10030,1931.609,255,0,255,255,255,368.463,451.423,368.463,451.423,279.163,338.43,398.46,51.33,105.27,92.836,26.492,75.373,0.311,107.321,492560.244,255,NaN,NaN,100,650760,31,342.78,503.73,78.781,39.783,3.504,0.285,0.576
764,16-1_10min:n_13_t_38:_10031,1294.299,255,0,255,255,255,376.96,452.712,376.96,452.712,224.976,348,413.25,46.98,90.48,91.132,18.083,68.275,0.321,98.935,330046.245,255,NaN,NaN,100,436050,32,348.87,503.73,66.14,22.484,5.04,0.198,0.763
765,16-1_10min:n_13_t_42:_10032,2986.727,255,0,255,255,255,388.01,443.011,388.01,443.011,336.46,357.57,364.53,52.2,127.89,124.298,30.594,79.819,0.332,135.948,761615.487,255,NaN,NaN,100,1006230,33,357.57,492.42,70.174,42.627,4.063,0.246,0.792
766,16-1_10min:n_13_t_42:_10033,2662.017,255,0,255,255,255,388.018,459.631,388.018,459.631,257.665,361.05,399.33,47.85,96.57,89.917,37.695,88.502,0.504,98.448,678814.412,255,NaN,NaN,100,896835,34,385.41,399.33,101.211,46.847,2.385,0.419,0.895
767,16-1_10min:n_13_t_46:_10034,3481.74,255,0,255,255,255,395.286,457.799,395.286,457.799,282.694,359.31,401.94,66.99,93.09,89.172,49.714,87.677,0.547,97.967,887843.7,255,NaN,NaN,100,1173000,35,361.92,495.03,70.278,63.984,1.794,0.558,0.833
768,16-1_10min:n_13_t_47:_10035,3111.616,252.209,26.536,255,0,255,397.298,460.301,397.281,460.368,309.005,360.18,392.37,70.47,103.53,88.986,44.522,90.721,0.41,106.759,784776.627,255,-9.4,86.367,98.905,1036830,36,361.05,494.16,72.451,66.58,1.999,0.5,0.728
769,16-1_10min:n_13_t_55:_10036,3310.681,255,0,255,255,255,402.472,461.641,402.472,461.641,317.705,355.83,399.33,78.3,98.31,88.31,47.733,89.339,0.412,107.799,844223.553,255,NaN,NaN,100,1115370,37,356.7,497.64,64.676,71.868,1.85,0.541,0.681
770,16-1_10min:n_13_t_47:_10037,2565.134,255,0,255,255,255,403.492,465.055,403.492,465.055,279.091,361.05,412.38,66.99,86.13,79.959,40.846,82.584,0.414,97.02,654109.195,255,NaN,NaN,100,864195,38,361.05,497.64,57.45,60.645,1.958,0.511,0.663
771,16-1_10min:n_13_t_47:_10038,2176.844,255,0,255,255,255,406.312,451.961,406.312,451.961,271.745,373.23,405.42,53.94,91.35,95.1,29.145,81.158,0.37,92.507,555095.322,255,NaN,NaN,100,733380,39,374.1,490.68,58.851,44.227,3.263,0.306,0.615
772,16-1_10min:n_13_t_55:_10039,2521.234,254.923,4.418,255,0,255,412.797,464.188,412.797,464.19,306.246,364.53,409.77,69.6,91.35,82.494,38.914,85.168,0.338,99.424,642721.635,255,-57.689,3326,99.97,849150,40,365.4,495.9,57.144,63.814,2.12,0.472,0.601
773,16-1_10min:n_13_t_55:_10040,2482.632,255,0,255,255,255,414.468,465.858,414.468,465.858,280.656,373.23,412.38,61.77,93.09,86.748,36.439,85.29,0.396,93.883,633071.16,255,NaN,NaN,100,836400,41,413.25,412.38,97.454,57.679,2.381,0.42,0.65
774,16-1_10min:n_13_t_55:_10041,3272.836,255,0,255,255,255,421.991,456.004,421.991,456.004,342.997,365.4,407.16,83.52,97.44,96.085,43.369,77.764,0.35,113.89,834573.078,255,NaN,NaN,100,1102620,42,365.4,494.16,42.833,66.048,2.216,0.451,0.592
775,16-1_10min:n_13_t_55:_10042,2051.199,255,0,255,255,255,422.79,445.488,422.79,445.488,269.583,405.42,393.24,33.06,109.62,112.537,23.207,92.384,0.355,110.037,523055.745,255,NaN,NaN,100,691050,43,420.21,393.24,94.989,32.412,4.849,0.206,0.735
776,16-1_10min:n_13_t_55:_10043,2649.907,255,0,255,255,255,430.577,444.908,430.577,444.908,271.709,414.99,390.63,35.67,111.36,108.841,30.999,90.495,0.451,111.699,675726.26,255,NaN,NaN,100,892755,44,421.08,501.99,85.533,35.406,3.511,0.285,0.874
777,16-1_10min:n_13_t_56:_10044,2230.584,255,0,255,255,255,435.643,445.459,435.643,445.459,260.97,418.47,397.59,34.8,103.53,98.274,28.9,88.249,0.412,104.146,568798.997,255,NaN,NaN,100,751485,45,423.69,397.59,96.234,34.374,3.401,0.294,0.765
778,16-1_10min:n_13_t_56:_10045,2329.738,255,0,255,255,255,435.839,436.794,435.839,436.794,289.531,421.08,379.32,33.93,120.06,116.33,25.499,90.857,0.349,120.676,594083.241,255,NaN,NaN,100,784890,46,428.04,499.38,84.207,33.591,4.562,0.219,0.746
779,16-1_10min:n_13_t_61:_10046,3160.057,255,0,255,255,255,442.046,438.67,442.046,438.67,304.47,424.56,373.23,37.41,127.89,120.694,33.336,91.039,0.428,128.129,805814.662,255,NaN,NaN,100,1064625,47,435,501.12,86.496,37.374,3.62,0.276,0.856
780,16-1_10min:n_13_t_61:_10047,2039.846,255,0,255,255,255,439.146,427.588,439.146,427.588,292.64,427.17,366.27,21.75,130.5,136.619,19.011,89.006,0.299,130.917,520160.603,255,NaN,NaN,100,687225,48,435,496.77,85.426,21.75,7.186,0.139,0.822
781,16-1_10min:n_13_t_61:_10048,2518.206,255,0,255,255,255,442.498,434.583,442.498,434.583,301.129,428.91,365.4,28.71,127.02,133.209,24.07,92.475,0.349,127.38,642142.606,255,NaN,NaN,100,848385,49,435.87,492.42,85.691,28.168,5.534,0.181,0.845
782,16-1_10min:n_13_t_61:_10049,2332.766,255,0,255,255,255,445.027,458.104,445.027,458.104,298.529,414.12,390.63,51.33,108.75,94.585,31.402,81.479,0.329,110.576,594855.279,255,NaN,NaN,100,785910,50,427.17,499.38,79.574,40.442,3.012,0.332,0.695
783,16-1_10min:n_13_t_61:_10050,2257.076,255,0,255,255,255,446.047,444.014,446.047,444.014,289.88,433.26,371.49,29.58,127.02,129.559,22.181,90.575,0.338,127.211,575554.329,255,NaN,NaN,100,760410,51,441.96,498.51,86.864,29.58,5.841,0.171,0.852
784,16-1_10min:n_13_t_61:_10051,2531.074,255,0,255,255,255,452.57,401.791,452.57,401.791,444.551,434.13,301.89,46.98,194.88,174.137,18.507,81.379,0.161,196.397,645423.768,255,NaN,NaN,100,852720,52,435,496.77,82.875,31.695,9.409,0.106,0.596
785,16-1_10min:n_13_t_61:_10052,2309.302,254.582,10.316,255,0,255,452.946,448.828,452.935,448.921,330.097,432.39,381.06,40.89,116.58,116.404,25.259,84.322,0.266,118.435,587906.937,255,-24.641,605.202,99.836,776730,53,435.87,497.64,79.846,36.245,4.608,0.217,0.693
786,16-1_10min:n_13_t_61:_10053,1968.697,255,0,255,255,255,454.503,464.664,454.503,464.664,267.297,429.78,395.85,43.5,104.4,89.648,27.961,85.105,0.346,107.405,502017.709,255,NaN,NaN,100,663255,54,434.13,500.25,76.414,41.117,3.206,0.312,0.743
787,16-1_10min:n_13_t_61:_10054,2080.718,255,0,255,255,255,459.066,465.43,459.066,465.43,318.848,431.52,394.11,46.11,107.88,90.287,29.342,84.429,0.257,109.115,530583.115,255,NaN,NaN,100,700995,55,435.87,499.38,74.745,44.238,3.077,0.325,0.705
788,16-1_10min:n_13_t_61:_10055,2054.227,255,0,255,255,255,461.636,451.434,461.636,451.434,325.226,438.48,365.4,36.54,139.2,128.887,20.293,85.952,0.244,139.472,523827.783,255,NaN,NaN,100,692070,56,461.97,504.6,86.424,36.087,6.351,0.157,0.644
789,16-1_10min:n_13_t_61:_10056,1629.606,255,0,255,255,255,466.799,433.739,466.799,433.739,263.482,451.53,377.58,27.84,113.1,112.624,18.423,84.793,0.295,114.063,415549.453,255,NaN,NaN,100,549015,57,452.4,490.68,82.55,24.167,6.113,0.164,0.716
790,16-1_10min:n_13_t_61:_10057,2480.361,255,0,255,255,255,467.894,442.333,467.894,442.333,310.287,448.05,369.75,33.06,134.85,142.86,22.106,85.856,0.324,136.082,632492.131,255,NaN,NaN,100,835635,58,456.75,504.6,82.284,28.735,6.462,0.155,0.758
791,16-1_10min:n_13_t_61:_10058,2511.394,255,0,255,255,255,469.8,451.427,469.8,451.427,313.68,441.09,371.49,43.5,133.11,127.46,25.087,79.813,0.321,134.738,640405.521,255,NaN,NaN,100,846090,59,458.49,504.6,81.085,34.762,5.081,0.197,0.764
792,16-1_10min:n_13_t_61:_10059,3135.08,255,0,255,255,255,475.33,446.737,475.33,446.737,325,442.83,369.75,54.81,135.72,127.792,31.236,77.501,0.373,137.889,799445.349,255,NaN,NaN,100,1056210,60,459.36,505.47,79.824,40.105,4.091,0.244,0.787
793,16-1_10min:n_13_t_61:_10060,2441.759,255,0,255,255,255,474.296,442.967,474.296,442.967,334.72,441.09,369.75,52.2,136.59,140.062,22.197,76.605,0.274,138.745,622648.647,255,NaN,NaN,100,822630,61,463.71,506.34,79.888,33.882,6.31,0.158,0.675
794,16-1_10min:n_14_t_21:_10000,556.322,255,0,255,255,255,653.111,217.149,653.111,217.149,103.366,640.32,198.36,23.49,39.15,42.613,16.622,113.551,0.654,43.203,141861.983,255,NaN,NaN,100,187425,1,642.93,198.36,115.017,17.622,2.564,0.39,0.939
795,16-1_10min:n_14_t_28:_10001,2645.365,255,0,255,255,255,658.538,251.473,658.538,251.473,339.24,622.05,192.27,80.04,108.75,74.916,44.959,92.687,0.289,111.078,674568.203,255,NaN,NaN,100,891225,2,622.05,301.02,78.25,75.949,1.666,0.6,0.542
796,16-1_10min:n_14_t_28:_10002,3055.605,255,0,255,255,255,659.403,248.859,659.403,248.859,381.247,622.92,182.7,80.91,119.19,82.317,47.262,99.677,0.264,119.902,779179.351,255,NaN,NaN,100,1029435,3,623.79,301.89,83.752,79.014,1.742,0.574,0.554
797,16-1_10min:n_14_t_28:_10003,3372.746,255,0,255,255,255,659.151,246.66,659.151,246.66,396.82,622.05,179.22,81.78,121.8,88.258,48.657,103.213,0.269,122.051,860050.332,255,NaN,NaN,100,1136280,4,622.92,301.02,86.322,81.114,1.814,0.551,0.558
798,16-1_10min:n_14_t_28:_10004,2129.917,255,0,255,255,255,667.939,264.461,667.939,264.461,234.942,622.92,235.77,81.78,65.25,73.034,37.132,27.032,0.485,89.106,543128.733,255,NaN,NaN,100,717570,5,622.92,300.15,27.316,47.807,1.967,0.508,0.79
799,16-1_10min:n_14_t_28:_10005,2546.968,255,0,255,255,255,670.908,257.623,670.908,257.623,289.006,623.79,218.37,79.17,80.04,74.105,43.761,43.89,0.383,103.534,649476.968,255,NaN,NaN,100,858075,6,624.66,298.41,48.406,56.134,1.693,0.591,0.766
800,16-1_10min:n_14_t_28:_10006,2138.242,255,0,255,255,255,670.565,264.021,670.565,264.021,236.981,623.79,234.9,80.04,63.51,68.209,39.914,24.132,0.478,87.973,545251.837,255,NaN,NaN,100,720375,7,623.79,297.54,28.339,51.824,1.709,0.585,0.769
801,16-1_10min:n_14_t_28:_10007,2167.005,255,0,255,255,255,671.069,263.582,671.069,263.582,241.393,622.92,234.03,81.78,65.25,70.329,39.232,28.944,0.467,89.762,552586.198,255,NaN,NaN,100,730065,8,622.92,298.41,33.536,51.265,1.793,0.558,0.753
802,16-1_10min:n_14_t_28:_10008,2243.452,254.914,4.684,255,0,255,677.416,261.209,677.408,261.211,312.296,622.05,224.46,88.74,73.95,80.112,35.656,31.451,0.289,114.182,571887.149,255,-54.415,2959,99.966,755565,9,622.05,298.41,40.365,48.177,2.247,0.445,0.699
803,16-1_10min:n_14_t_35:_10009,3351.553,254.712,8.565,255,0,255,677.78,250.903,677.753,250.897,440.407,623.79,210.54,92.22,87,67.031,63.662,83.813,0.217,117.666,853681.019,255,-29.709,880.601,99.887,1127865,10,623.79,296.67,38.395,76.085,1.053,0.95,0.582
804,16-1_10min:n_14_t_28:_10010,4297.678,255,0,255,255,255,680.101,241.032,680.101,241.032,508.216,622.92,194.01,100.05,104.4,90.081,60.745,69.835,0.209,140.986,1095907.941,255,NaN,NaN,100,1447890,11,622.92,298.41,47.251,82.399,1.483,0.674,0.555
805,16-1_10min:n_14_t_36:_10011,2578.001,255,0,255,255,255,686.643,260.401,686.643,260.401,350.998,624.66,221.85,96.57,74.82,80.652,40.698,26.908,0.263,119.722,657390.357,255,NaN,NaN,100,868530,12,624.66,296.67,37.619,53.711,1.982,0.505,0.671
806,16-1_10min:n_14_t_28:_10012,2298.705,255,0,255,255,255,680.977,264.398,680.977,264.398,267.704,623.79,235.77,90.48,61.77,67.258,43.516,18.114,0.403,96.754,586169.851,255,NaN,NaN,100,774435,13,623.79,297.54,37.694,52.814,1.546,0.647,0.687
807,16-1_10min:n_14_t_28:_10013,2281.297,255,0,255,255,255,684.533,264.162,684.533,264.162,262.695,627.27,231.42,88.74,62.64,66.654,43.578,19.622,0.415,96.754,581730.633,255,NaN,NaN,100,768570,14,627.27,294.06,37.694,55.298,1.53,0.654,0.719
808,16-1_10min:n_14_t_28:_10014,2853.513,255,0,255,255,255,697.415,243.949,697.415,243.949,386.977,628.14,183.57,110.49,109.62,100.247,36.242,51.908,0.239,150.781,727645.815,255,NaN,NaN,100,961350,15,628.14,292.32,43.363,60.479,2.766,0.362,0.525
809,16-1_10min:n_14_t_35:_10015,3429.514,255,0,255,255,255,703.918,249.831,703.918,249.831,426.524,629.88,183.57,113.97,109.62,96.637,45.186,56.405,0.237,156.931,874526.044,255,NaN,NaN,100,1155405,16,629.88,292.32,43.428,71.498,2.139,0.468,0.518
810,16-1_10min:n_14_t_35:_10016,1769.632,255,0,255,255,255,692.102,263.611,692.102,263.611,263.802,628.14,232.29,94.83,60.9,77.018,29.255,22.661,0.32,105.701,451256.211,255,NaN,NaN,100,596190,17,628.14,293.19,34.606,40.498,2.633,0.38,0.68
811,16-1_10min:n_14_t_36:_10017,1918.741,255,0,255,255,255,696.456,260.389,696.456,260.389,303.523,626.4,220.98,99.18,74.82,74.288,32.886,27.757,0.262,116.307,489279.082,255,NaN,NaN,100,646425,18,626.4,295.8,38.928,52.065,2.259,0.443,0.552
812,16-1_10min:n_14_t_36:_10018,2094.342,255,0,255,255,255,707.494,256.257,707.494,256.257,225.66,667.29,218.37,65.25,62.64,60.515,44.065,71.469,0.517,76.293,534057.286,255,NaN,NaN,100,705585,19,668.16,274.05,45.924,53.938,1.373,0.728,0.775
813,16-1_10min:n_14_t_36:_10019,3419.674,253.363,20.366,255,0,255,690.428,240.588,690.368,240.642,450.971,628.14,195.75,100.92,99.18,69.19,62.93,128.183,0.211,120.792,866419.645,255,-12.361,150.8,99.358,1144695,20,628.14,294.93,38.273,92.648,1.099,0.91,0.493
814,16-1_10min:n_14_t_28:_10020,1616.738,255,0,255,255,255,684.724,223.407,684.724,223.407,194.042,655.11,200.97,56.55,60.9,55.091,37.365,118.397,0.54,68.636,412268.292,255,NaN,NaN,100,544680,21,655.98,201.84,120.466,45.85,1.474,0.678,0.821
815,16-1_10min:n_14_t_29:_10021,2429.649,255,0,255,255,255,691.041,233.53,691.041,233.53,338.57,635.97,202.71,91.35,87.87,69.966,44.215,57.397,0.266,119.088,619560.495,255,NaN,NaN,100,818550,22,635.97,289.71,40.556,64.744,1.582,0.632,0.518
816,16-1_10min:n_14_t_37:_10022,3819.317,255,0,255,255,255,701.545,242.026,701.545,242.026,482.924,635.1,202.71,105.27,87.87,72.331,67.231,117.368,0.206,125.065,973925.937,255,NaN,NaN,100,1286730,23,635.1,290.58,41.898,84.806,1.076,0.929,0.548
817,16-1_10min:n_14_t_37:_10023,4238.64,255,0,255,255,255,705.467,240.102,705.467,240.102,446.61,638.58,204.45,102.66,84.39,75.255,71.714,40.701,0.267,131.119,1080853.2,255,NaN,NaN,100,1428000,24,638.58,288.84,39.075,81.417,1.049,0.953,0.606
818,16-1_10min:n_14_t_28:_10024,2051.199,255,0,255,255,255,685.66,236.156,685.66,236.156,288.373,642.06,204.45,70.47,81.78,70.003,37.308,70.055,0.31,100.367,523055.745,255,NaN,NaN,100,691050,25,642.06,286.23,47.459,54.23,1.876,0.533,0.555
819,16-1_10min:n_14_t_28:_10025,2045.144,255,0,255,255,255,687.143,236.459,687.143,236.459,281.114,641.19,204.45,73.08,81.78,72.67,35.832,65.174,0.325,102.305,521511.669,255,NaN,NaN,100,689010,26,641.19,286.23,48.447,51.697,2.028,0.493,0.585
820,16-1_10min:n_14_t_28:_10026,2195.767,255,0,255,255,255,689.614,236.565,689.614,236.565,288.373,642.93,202.71,73.08,81.78,72.242,38.7,69.563,0.332,101.507,559920.559,255,NaN,NaN,100,739755,27,642.93,283.62,44.653,53.972,1.867,0.536,0.574
821,16-1_10min:n_14_t_46:_10027,3892.737,255,0,255,255,255,716.772,230.26,716.772,230.26,395.095,667.29,198.36,97.44,69.6,89.871,55.15,15.954,0.313,106.673,992647.858,255,NaN,NaN,100,1311465,28,677.73,266.22,37.711,64.186,1.63,0.614,0.744
822,16-1_10min:n_14_t_47:_10028,1782.499,255,0,255,255,255,739.107,232.658,739.107,232.658,187.977,711.66,195.75,47.85,63.51,65.096,34.865,59.716,0.634,70.941,454537.372,255,NaN,NaN,100,600525,29,715.14,254.91,56.505,42.378,1.867,0.536,0.907
823,16-1_10min:n_14_t_48:_10029,1574.352,255,0,255,255,255,740.137,235.198,740.137,235.198,172.441,709.92,207.06,55.68,51.33,65.996,30.373,44.466,0.665,70.125,401459.76,255,NaN,NaN,100,530400,30,709.92,250.56,37.439,33.364,2.173,0.46,0.94
