 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
304,16-1_10min:n_5_t_61:_10059,2817.939,255,0,255,255,255,254.396,347.207,254.396,347.207,371.872,240.12,282.75,29.58,170.52,148.779,24.116,84.824,0.256,171.591,718574.368,255,NaN,NaN,100,949365,60,242.73,453.27,83.596,27.219,6.169,0.162,0.837
305,16-1_10min:n_5_t_61:_10060,3036.683,255,0,255,255,255,257.596,344.802,257.596,344.802,370.044,241.86,282.75,33.06,166.17,141.056,27.411,84.038,0.279,167.822,774354.114,255,NaN,NaN,100,1023060,61,242.73,448.92,81.954,31.363,5.146,0.194,0.802
306,16-1_10min:n_6_t_39:_10000,1862.731,255,0,255,255,255,36.212,497.928,36.212,497.928,282.134,10.44,434.13,51.33,109.62,70.998,33.405,90.736,0.294,110.202,474996.379,255,NaN,NaN,100,627555,1,48.72,434.13,95.891,48.708,2.125,0.471,0.6
307,16-1_10min:n_6_t_39:_10001,1929.338,255,0,255,255,255,37.603,498.971,37.603,498.971,298.216,13.92,429.78,48.72,120.93,77.908,31.531,92.83,0.273,121.38,491981.216,255,NaN,NaN,100,649995,2,50.46,429.78,94.934,45.522,2.471,0.405,0.6
308,16-1_10min:n_6_t_39:_10002,1934.636,255,0,255,255,255,39.39,499.679,39.39,499.679,300.254,15.66,430.65,48.72,123.54,81.064,30.386,94.953,0.27,124.322,493332.282,255,NaN,NaN,100,651780,3,50.46,430.65,96.429,43.979,2.668,0.375,0.615
309,16-1_10min:n_6_t_39:_10003,1912.686,255,0,255,255,255,40.143,499.52,40.143,499.52,311.204,17.4,428.91,48.72,128.76,83.672,29.105,93.896,0.248,129.817,487735.006,255,NaN,NaN,100,644385,4,48.72,428.91,97.316,44.543,2.875,0.348,0.572
310,16-1_10min:n_6_t_39:_10004,1855.919,255,0,255,255,255,42.759,497.973,42.759,497.973,331.065,22.62,419.34,45.24,140.94,90.895,25.997,93.244,0.213,141.626,473259.294,255,NaN,NaN,100,625260,5,53.07,419.34,95.641,41.277,3.496,0.286,0.544
311,16-1_10min:n_6_t_39:_10005,1734.815,255,0,255,255,255,45.59,499.581,45.59,499.581,340.573,27.84,417.6,40.89,147.9,95.934,23.025,95.289,0.188,148.821,442377.774,255,NaN,NaN,100,584460,6,51.33,417.6,96.377,36.551,4.167,0.24,0.525
312,16-1_10min:n_6_t_39:_10006,1843.808,255,0,255,255,255,46.829,500.481,46.829,500.481,352.542,28.71,414.99,41.76,154.86,105.237,22.308,95.733,0.186,155.934,470171.142,255,NaN,NaN,100,621180,7,51.33,414.99,96.729,36.439,4.718,0.212,0.543
313,16-1_10min:n_6_t_39:_10007,1743.141,255,0,255,255,255,47.627,502.17,47.627,502.17,341.046,32.19,418.47,37.41,152.25,108.09,20.533,97.244,0.188,153.448,444500.878,255,NaN,NaN,100,587265,8,49.59,418.47,97.165,31.751,5.264,0.19,0.572
314,16-1_10min:n_6_t_39:_10008,1572.081,255,0,255,255,255,49.954,502.828,49.954,502.828,331.502,35.67,421.08,34.8,149.64,119.093,16.807,99.181,0.18,151.09,400880.731,255,NaN,NaN,100,529635,9,47.85,421.08,97.943,25.245,7.086,0.141,0.602
315,16-1_10min:n_6_t_39:_10009,1928.581,255,0,255,255,255,48.362,500.461,48.362,500.461,323.013,32.19,422.82,36.54,144.42,111.366,22.049,97.078,0.232,145.922,491788.206,255,NaN,NaN,100,649740,10,46.98,422.82,98.227,30.322,5.051,0.198,0.721
316,16-1_10min:n_6_t_39:_10010,2020.166,255,0,255,255,255,48.279,499.866,48.279,499.866,314.946,28.71,424.56,38.28,139.2,103.817,24.776,94.98,0.256,140.178,515142.356,255,NaN,NaN,100,680595,11,48.72,424.56,96.772,34.602,4.19,0.239,0.718
317,16-1_10min:n_6_t_39:_10011,1846.079,255,0,255,255,255,49.876,496.84,49.876,496.84,307.826,36.54,420.21,28.71,140.94,117.37,20.026,93.969,0.245,141.906,470750.171,255,NaN,NaN,100,621945,12,48.72,420.21,96.689,25.659,5.861,0.171,0.803
318,16-1_10min:n_6_t_39:_10012,1905.874,255,0,255,255,255,52.986,490.35,52.986,490.35,311.903,41.76,419.34,25.23,143.55,128.747,18.848,92.539,0.246,144.499,485997.921,255,NaN,NaN,100,642090,13,50.46,419.34,96.569,22.468,6.831,0.146,0.837
319,16-1_10min:n_6_t_40:_10013,2302.49,255,0,255,255,255,54.101,486.518,54.101,486.518,338.302,41.76,413.25,24.36,156.6,145.642,20.129,92.27,0.253,157.008,587134.899,255,NaN,NaN,100,775710,14,53.07,413.25,94.131,23.004,7.235,0.138,0.874
320,16-1_10min:n_6_t_39:_10014,2333.523,255,0,255,255,255,55.32,479.029,55.32,479.029,354.595,43.5,408.03,23.49,162.69,151.419,19.622,90.923,0.233,162.748,595048.289,255,NaN,NaN,100,786165,15,60.9,408.03,91.532,23.462,7.717,0.13,0.794
321,16-1_10min:n_6_t_40:_10015,2227.557,255,0,255,255,255,57.005,478.005,57.005,478.005,353.154,46.11,408.9,22.62,161.82,153.323,18.498,89.572,0.224,161.904,568026.958,255,NaN,NaN,100,750465,16,59.16,408.9,91.848,21.341,8.288,0.121,0.78
322,16-1_10min:n_6_t_47:_10016,2414.511,255,0,255,255,255,59.926,472.744,59.926,472.744,370.801,47.85,403.68,29.58,167.91,145.759,21.091,87.715,0.221,167.946,615700.305,255,NaN,NaN,100,813450,17,63.51,571.59,88.813,28.141,6.911,0.145,0.701
323,16-1_10min:n_6_t_56:_10017,2370.611,255,0,255,255,255,62.346,470.952,62.346,470.952,364.649,49.59,401.94,31.32,166.17,136.468,22.118,87.191,0.224,166.252,604505.754,255,NaN,NaN,100,798660,18,61.77,568.11,88.201,29.672,6.17,0.162,0.697
324,16-1_10min:n_6_t_59:_10018,2627.957,255,0,255,255,255,65.003,468.893,65.003,468.893,393.509,52.2,396.72,38.28,174.87,124.626,26.848,86.742,0.213,175.235,670128.984,255,NaN,NaN,100,885360,19,58.29,571.59,86.299,37.925,4.642,0.215,0.633
325,16-1_10min:n_6_t_59:_10019,2322.926,255,0,255,255,255,64.328,470.296,64.328,470.296,400.381,53.07,398.46,36.54,180.09,130.216,22.713,86.879,0.182,180.3,592346.155,255,NaN,NaN,100,782595,20,59.16,578.55,87.234,36.508,5.733,0.174,0.573
326,16-1_10min:n_6_t_57:_10020,2414.511,255,0,255,255,255,64.464,467.328,64.464,467.328,388.587,53.07,399.33,29.58,180.09,138.927,22.129,86.846,0.201,180.26,615700.305,255,NaN,NaN,100,813450,21,60.03,579.42,87.51,29.58,6.278,0.159,0.696
327,16-1_10min:n_6_t_53:_10021,2497.013,255,0,255,255,255,64.909,459.785,64.909,459.785,395.249,52.2,392.37,29.58,182.7,145.991,21.777,86.21,0.201,183.05,636738.341,255,NaN,NaN,100,841245,22,59.16,575.07,86.458,29.205,6.704,0.149,0.725
328,16-1_10min:n_6_t_53:_10022,2512.151,255,0,255,255,255,66.488,458.649,66.488,458.649,398.394,54.81,394.98,29.58,184.44,151.854,21.063,84.594,0.199,185.104,640598.53,255,NaN,NaN,100,846345,23,57.42,579.42,85.147,28.67,7.209,0.139,0.73
329,16-1_10min:n_6_t_53:_10023,2413.754,255,0,255,255,255,68.02,452.1,68.02,452.1,400.345,55.68,388.89,30.45,185.31,152.399,20.166,82.867,0.189,186.582,615507.295,255,NaN,NaN,100,813195,24,57.42,574.2,83.306,25.378,7.557,0.132,0.758
330,16-1_10min:n_6_t_53:_10024,2336.55,255,0,255,255,255,68.779,452.332,68.779,452.332,411.593,55.68,388.89,30.45,189.66,155.957,19.076,82.793,0.173,191.447,595820.326,255,NaN,NaN,100,787185,25,56.55,578.55,82.164,24.893,8.176,0.122,0.731
331,16-1_10min:n_6_t_56:_10025,2351.688,255,0,255,255,255,69.923,449.396,69.923,449.396,419.186,55.68,383.67,31.32,194.01,155.519,19.253,82.421,0.168,195.533,599680.517,255,NaN,NaN,100,792285,26,55.68,577.68,82.843,25.724,8.078,0.124,0.725
332,16-1_10min:n_6_t_53:_10026,2139.756,255,0,255,255,255,69.947,449.643,69.947,449.643,414.177,54.81,383.67,30.45,192.27,152.408,17.876,82.317,0.157,193.496,545637.856,255,NaN,NaN,100,720885,27,55.68,575.94,83.546,24.604,8.526,0.117,0.7
333,16-1_10min:n_6_t_56:_10027,2356.987,255,0,255,255,255,71.872,445.2,71.872,445.2,437.817,55.68,377.58,33.93,201.84,166.382,18.037,82.095,0.155,203.202,601031.583,255,NaN,NaN,100,794070,28,56.55,579.42,83.362,22.52,9.225,0.108,0.748
334,16-1_10min:n_6_t_52:_10028,2422.08,255,0,255,255,255,70.724,444.221,70.724,444.221,439.768,53.94,370.62,33.06,204.45,173.864,17.737,82.667,0.157,205.795,617630.4,255,NaN,NaN,100,816000,29,55.68,575.07,83.446,22.248,9.802,0.102,0.762
335,16-1_10min:n_6_t_49:_10029,2350.931,255,0,255,255,255,70.849,438.826,70.849,438.826,429.204,55.68,363.66,29.58,200.97,174.853,17.119,83.265,0.16,202.658,599487.507,255,NaN,NaN,100,792030,30,56.55,564.63,82.6,21.675,10.214,0.098,0.784
336,16-1_10min:n_6_t_53:_10030,2366.069,255,0,255,255,255,71.186,438.857,71.186,438.857,439.644,54.81,365.4,31.32,205.32,174.987,17.216,82.902,0.154,207.084,603347.697,255,NaN,NaN,100,797130,31,55.68,570.72,82.517,21.879,10.164,0.098,0.772
337,16-1_10min:n_6_t_56:_10031,2445.544,255,0,255,255,255,71.708,438.195,71.708,438.195,430.435,54.81,363.66,32.19,200.1,176.272,17.665,82.445,0.166,202.027,623613.694,255,NaN,NaN,100,823905,32,55.68,563.76,82.079,21.559,9.979,0.1,0.778
338,16-1_10min:n_6_t_59:_10032,2461.439,255,0,255,255,255,73.226,437.613,73.226,437.613,448.977,55.68,359.31,33.93,208.8,168.915,18.554,82.193,0.153,210.535,627666.894,255,NaN,NaN,100,829260,33,56.55,568.11,82.64,25.03,9.104,0.11,0.72
339,16-1_10min:n_6_t_61:_10033,2654.448,255,0,255,255,255,76.234,433.811,76.234,433.811,468.787,55.68,349.74,43.5,214.89,149.373,22.626,81.676,0.152,216.686,676884.316,255,NaN,NaN,100,894285,34,55.68,564.63,82.618,32.913,6.602,0.151,0.62
340,16-1_10min:n_6_t_61:_10034,2513.665,255,0,255,255,255,75.778,433.943,75.778,433.943,474.64,54.81,346.26,43.5,216.63,157.035,20.381,81.162,0.14,219.138,640984.549,255,NaN,NaN,100,846855,35,54.81,562.89,81.323,30.866,7.705,0.13,0.598
341,16-1_10min:n_6_t_61:_10035,2811.127,255,0,255,255,255,78.072,428.189,78.072,428.189,476.715,55.68,344.52,46.98,214.02,154.812,23.12,81.567,0.155,216.693,716837.283,255,NaN,NaN,100,947070,36,56.55,558.54,80.991,35.778,6.696,0.149,0.584
342,16-1_10min:n_6_t_61:_10036,2736.194,255,0,255,255,255,79.044,438.824,79.044,438.824,413.704,55.68,377.58,46.11,184.44,141.297,24.656,78.547,0.201,186.661,697729.343,255,NaN,NaN,100,921825,37,56.55,562.02,81.152,34.767,5.731,0.174,0.665
343,16-1_10min:n_6_t_61:_10037,3139.621,255,0,255,255,255,81.866,426.745,81.866,426.745,463.392,56.55,347.13,50.46,210.54,153.54,26.035,79.833,0.184,212.987,800603.406,255,NaN,NaN,100,1057740,38,57.42,557.67,81.307,36.616,5.897,0.17,0.67
344,16-1_10min:n_6_t_61:_10038,2907.253,255,0,255,255,255,83.111,420.831,83.111,420.831,446.378,58.29,348,46.98,201.84,153.311,24.145,80.093,0.183,204.818,741349.49,255,NaN,NaN,100,979455,39,58.29,549.84,80.218,32.383,6.35,0.157,0.71
345,16-1_10min:n_6_t_61:_10039,2568.919,255,0,255,255,255,83.957,414.298,83.957,414.298,375.511,61.77,341.04,38.28,169.65,154.057,21.231,81.049,0.229,173.359,655074.243,255,NaN,NaN,100,865470,40,61.77,510.69,78.126,25.06,7.256,0.138,0.871
346,16-1_10min:n_6_t_61:_10040,2321.412,255,0,255,255,255,85.639,407.109,85.639,407.109,341.607,68.73,333.21,32.19,156.6,149.601,19.757,81.584,0.25,159.533,591960.137,255,NaN,NaN,100,782085,41,69.6,489.81,78.996,24.604,7.572,0.132,0.863
347,16-1_10min:n_6_t_61:_10041,2433.434,255,0,255,255,255,88.214,403.132,88.214,403.132,354.42,68.73,329.73,36.54,160.95,153.468,20.189,80.686,0.243,164.669,620525.542,255,NaN,NaN,100,819825,42,69.6,490.68,77.8,24.581,7.602,0.132,0.858
348,16-1_10min:n_6_t_61:_10042,2453.113,255,0,255,255,255,88.759,398.774,88.759,398.774,362.611,69.6,324.51,36.54,165.3,158.819,19.666,80.325,0.234,168.405,625543.79,255,NaN,NaN,100,826455,43,70.47,489.81,78.98,23.261,8.076,0.124,0.88
349,16-1_10min:n_6_t_61:_10043,2310.059,255,0,255,255,255,90.038,395.786,90.038,395.786,364.649,71.34,321.03,35.67,167.04,160.275,18.351,80.005,0.218,170.113,589064.994,255,NaN,NaN,100,778260,44,71.34,488.07,79.092,21.886,8.734,0.114,0.874
350,16-1_10min:n_6_t_61:_10044,2110.994,255,0,255,255,255,89.492,399.348,89.492,399.348,349.2,69.6,328.86,36.54,159.21,152.283,17.65,79.457,0.218,162.261,538303.495,255,NaN,NaN,100,711195,45,70.47,488.07,78.871,21.303,8.628,0.116,0.854
351,16-1_10min:n_6_t_61:_10045,2202.579,255,0,255,255,255,89.35,403.675,89.35,403.675,392.824,65.25,327.12,41.76,178.35,165.265,16.969,78.454,0.179,183.174,561657.645,255,NaN,NaN,100,742050,46,65.25,505.47,76.822,21.106,9.739,0.103,0.838
352,16-1_10min:n_6_t_61:_10046,2375.152,255,0,255,255,255,93.364,389.464,93.364,389.464,377.972,73.95,309.72,38.28,173.13,162.626,18.596,79.67,0.209,176.944,605663.811,255,NaN,NaN,100,800190,47,74.82,482.85,78.082,23.459,8.745,0.114,0.844
353,16-1_10min:n_6_t_61:_10047,2119.32,255,0,255,255,255,95.333,385.207,95.333,385.207,352.768,79.17,309.72,33.93,161.82,149.546,18.044,79.317,0.214,164.991,540426.6,255,NaN,NaN,100,714000,48,79.17,471.54,78.749,23.38,8.288,0.121,0.846
354,16-1_10min:n_6_t_61:_10048,2303.247,255,0,255,255,255,96.017,383.185,96.017,383.185,351.45,76.56,312.33,36.54,160.08,149.692,19.591,79.375,0.234,163.284,587327.908,255,NaN,NaN,100,775965,49,77.43,472.41,78.63,23.886,7.641,0.131,0.867
355,16-1_10min:n_6_t_61:_10049,2226.043,255,0,255,255,255,97.597,379.478,97.597,379.478,352.469,78.3,311.46,36.54,160.08,149.988,18.897,79.167,0.225,163.819,567640.939,255,NaN,NaN,100,749955,50,78.3,471.54,77.735,21.848,7.937,0.126,0.887
356,16-1_10min:n_6_t_61:_10050,2253.291,255,0,255,255,255,98.203,380.329,98.203,380.329,355.862,77.43,310.59,39.15,160.95,153.487,18.692,78.652,0.224,164.669,574589.281,255,NaN,NaN,100,759135,51,77.43,471.54,77.8,22.46,8.211,0.122,0.881
357,16-1_10min:n_6_t_61:_10051,2458.411,255,0,255,255,255,98.793,380.212,98.793,380.212,367.321,77.43,306.24,38.28,167.04,155.126,20.178,79.137,0.229,170.626,626894.856,255,NaN,NaN,100,828240,52,77.43,473.28,78.232,24.233,7.688,0.13,0.892
358,16-1_10min:n_6_t_61:_10052,2549.996,255,0,255,255,255,98.788,383.375,98.788,383.375,395.583,74.82,304.5,40.89,180.09,164.001,19.797,79.495,0.205,183.76,650249.006,255,NaN,NaN,100,859095,53,74.82,484.59,78.53,22.886,8.284,0.121,0.863
359,16-1_10min:n_6_t_61:_10053,2266.159,255,0,255,255,255,100.375,374.794,100.375,374.794,336.897,82.65,306.24,33.06,153.99,140.793,20.494,79.957,0.251,155.905,577870.443,255,NaN,NaN,100,763470,54,84.39,460.23,81.011,24.604,6.87,0.146,0.85
360,16-1_10min:n_6_t_61:_10054,2033.033,255,0,255,255,255,99.177,379.89,99.177,379.89,350.307,80.04,301.02,32.19,161.82,137.35,18.846,81.207,0.208,163.516,518423.517,255,NaN,NaN,100,684930,55,80.91,462.84,81.741,22.332,7.288,0.137,0.86
361,16-1_10min:n_6_t_61:_10055,1955.83,255,0,255,255,255,98.381,380.027,98.381,380.027,354.806,80.04,301.02,31.32,164.43,139.586,17.84,81.895,0.195,166.099,498736.548,255,NaN,NaN,100,658920,56,80.04,465.45,81.87,21.291,7.824,0.128,0.861
362,16-1_10min:n_6_t_61:_10056,2060.282,255,0,255,255,255,100.218,381.026,100.218,381.026,395.249,79.17,294.06,33.93,183.57,147.917,17.734,81.876,0.166,185.541,525371.859,255,NaN,NaN,100,694110,57,79.17,477.63,81.642,21.976,8.341,0.12,0.833
363,16-1_10min:n_6_t_61:_10057,2186.684,255,0,255,255,255,100.69,371.249,100.69,371.249,387.655,82.65,291.45,29.58,176.61,157.611,17.665,84.092,0.183,178.403,557604.446,255,NaN,NaN,100,736695,58,83.52,468.06,81.87,23.345,8.922,0.112,0.729
364,16-1_10min:n_6_t_61:_10058,2246.479,255,0,255,255,255,100.431,378.642,100.431,378.642,387.058,81.78,294.06,30.45,178.35,156.214,18.31,83.796,0.188,180.006,572852.196,255,NaN,NaN,100,756840,59,82.65,472.41,82.222,23.367,8.532,0.117,0.76
365,16-1_10min:n_6_t_61:_10059,2316.114,255,0,255,255,255,99.389,365.302,99.389,365.302,457.102,68.73,254.04,46.11,198.36,130.489,22.599,94.432,0.139,199.456,590609.07,255,NaN,NaN,100,780300,60,69.6,254.04,96.009,34.934,5.774,0.173,0.454
366,16-1_10min:n_6_t_61:_10060,2316.114,255,0,255,255,255,103.307,369.831,103.307,369.831,367.496,87.87,282.75,29.58,168.78,153.519,19.209,86.228,0.216,170.176,590609.07,255,NaN,NaN,100,780300,61,87.87,451.53,82.657,24.984,7.992,0.125,0.801
367,16-1_10min:n_7_t_23:_10000,1994.431,255,0,255,255,255,283.492,662.24,283.492,662.24,242.129,254.91,641.19,73.08,67.86,68.687,36.97,30.198,0.428,93.35,508580.032,255,NaN,NaN,100,671925,1,255.78,709.05,39.327,49.279,1.858,0.538,0.748
368,16-1_10min:n_7_t_23:_10001,1936.907,255,0,255,255,255,283.77,662.443,283.77,662.443,245.82,254.04,642.06,76.56,66.12,70.189,35.136,25.752,0.403,95.005,493911.31,255,NaN,NaN,100,652545,2,254.91,708.18,37.185,48.718,1.998,0.501,0.72
369,16-1_10min:n_7_t_24:_10002,1805.206,255,0,255,255,255,287.803,660.341,287.803,660.341,237.717,254.91,642.93,77.43,57.42,73.67,31.199,17.362,0.401,93.382,460327.657,255,NaN,NaN,100,608175,3,254.91,700.35,33.986,44.804,2.361,0.424,0.715
370,16-1_10min:n_7_t_27:_10003,2096.613,255,0,255,255,255,292.525,658.314,292.525,658.314,236.661,255.78,642.93,82.65,48.72,84.204,31.703,11.131,0.47,94.221,534636.315,255,NaN,NaN,100,706350,4,255.78,691.65,28.695,42.67,2.656,0.376,0.819
371,16-1_10min:n_7_t_27:_10004,2045.901,255,0,255,255,255,294.898,657.625,294.898,657.625,226.221,257.52,641.19,82.65,43.5,87.753,29.685,11.54,0.502,91.454,521704.679,255,NaN,NaN,100,689265,5,257.52,683.82,25.346,36.336,2.956,0.338,0.88
372,16-1_10min:n_7_t_28:_10005,1913.443,255,0,255,255,255,299.778,655.169,299.778,655.169,223.163,259.26,635.97,81.78,39.15,87.921,27.71,10.652,0.483,88.876,487928.016,255,NaN,NaN,100,644640,6,259.26,674.25,23.051,31.436,3.173,0.315,0.842
373,16-1_10min:n_7_t_27:_10006,1426,255,0,255,255,255,304.811,657.327,304.811,657.327,208.348,259.26,637.71,82.65,40.89,89.135,20.369,17.296,0.413,88.076,363629.898,255,NaN,NaN,100,480420,7,259.26,675.99,23.273,23.845,4.376,0.229,0.84
374,16-1_10min:n_7_t_27:_10007,1385.127,255,0,255,255,255,306.169,655.74,306.169,655.74,203.637,261,635.1,80.04,40.89,85.025,20.742,18.849,0.42,87.542,353207.385,255,NaN,NaN,100,466650,8,261,675.12,26.565,23.705,4.099,0.244,0.872
375,16-1_10min:n_7_t_30:_10008,1767.361,255,0,255,255,255,312.094,654.741,312.094,654.741,220.142,263.61,630.75,87.87,44.37,91.835,24.504,16.71,0.458,92.175,450677.182,255,NaN,NaN,100,595425,9,263.61,674.25,17.58,29.99,3.748,0.267,0.865
376,16-1_10min:n_7_t_30:_10009,1730.273,255,0,255,255,255,316.773,655.14,316.773,655.14,223.534,265.35,629.88,89.61,46.11,88.845,24.797,20.146,0.435,93.835,441219.717,255,NaN,NaN,100,582930,10,265.35,675.99,17.259,29.515,3.583,0.279,0.882
377,16-1_10min:n_7_t_31:_10010,1833.969,255,0,255,255,255,319.912,653.556,319.912,653.556,240.25,264.48,625.53,93.09,54.81,86.226,27.081,24.43,0.399,100.005,467662.018,255,NaN,NaN,100,617865,11,264.48,679.47,21.431,34.461,3.184,0.314,0.788
378,16-1_10min:n_7_t_37:_10011,1898.305,255,0,255,255,255,326.183,650.534,326.183,650.534,242.922,270.57,620.31,92.22,58.29,80.818,29.907,27.537,0.404,97.117,484067.826,255,NaN,NaN,100,639540,12,270.57,678.6,18.273,38.079,2.702,0.37,0.822
379,16-1_10min:n_7_t_37:_10012,1540.292,255,0,255,255,255,331.631,647.739,331.631,647.739,192.811,288.84,625.53,74.82,43.5,68.446,28.653,26.708,0.521,79.017,392774.333,255,NaN,NaN,100,518925,13,288.84,668.16,20.63,33.295,2.389,0.419,0.885
380,16-1_10min:n_7_t_41:_10013,1880.14,255,0,255,255,255,337.508,643.633,337.508,643.633,219.246,289.71,615.09,80.04,53.94,76.233,31.402,33.528,0.492,85.672,479435.598,255,NaN,NaN,100,633420,14,289.71,667.29,34.658,37.053,2.428,0.412,0.866
381,16-1_10min:n_7_t_34:_10014,1808.991,255,0,255,255,255,337.504,641.14,337.504,641.14,239.442,296.67,610.74,69.6,57.42,74.897,30.753,39.701,0.397,82.664,461292.705,255,NaN,NaN,100,609450,15,297.54,666.42,40.732,33.681,2.435,0.411,0.83
382,16-1_10min:n_7_t_32:_10015,2080.718,255,0,255,255,255,331.973,642.666,331.973,642.666,311.153,271.44,604.65,93.09,81.78,88.362,29.982,34.215,0.27,117.531,530583.115,255,NaN,NaN,100,700995,16,271.44,686.43,38.991,42.267,2.947,0.339,0.609
383,16-1_10min:n_7_t_41:_10016,2141.27,255,0,255,255,255,342.054,635.714,342.054,635.714,279.811,282.75,597.69,84.39,72.21,73.728,36.979,43.624,0.344,106.939,546023.876,255,NaN,NaN,100,721395,17,282.75,669.9,39.388,51.803,1.994,0.502,0.65
384,16-1_10min:n_7_t_41:_10017,2110.994,255,0,255,255,255,343.715,633.663,343.715,633.663,279.302,291.45,593.34,76.56,68.73,73.073,36.783,51.831,0.34,97.828,538303.495,255,NaN,NaN,100,711195,18,291.45,660.33,38.501,57.534,1.987,0.503,0.62
385,16-1_10min:n_7_t_42:_10018,2057.254,255,0,255,255,255,347.168,629.998,347.168,629.998,276.63,301.89,583.77,67.86,77.43,73.345,35.713,67.869,0.338,92.572,524599.821,255,NaN,NaN,100,693090,19,301.89,657.72,49.574,59.577,2.054,0.487,0.595
386,16-1_10min:n_7_t_44:_10019,2257.076,255,0,255,255,255,348.886,632.211,348.886,632.211,283.889,302.76,586.38,70.47,78.3,71.627,40.122,69.081,0.352,92.944,575554.329,255,NaN,NaN,100,760410,20,303.63,655.11,46.897,65.018,1.785,0.56,0.606
387,16-1_10min:n_7_t_49:_10020,2463.709,255,0,255,255,255,356.008,631.87,356.008,631.87,262.499,317.55,582.9,63.51,82.65,74.849,41.91,86.368,0.449,86.165,628245.922,255,NaN,NaN,100,830025,21,351.48,582.9,106.422,62.619,1.786,0.56,0.702
388,16-1_10min:n_7_t_49:_10021,2595.41,255,0,255,255,255,353.235,632.778,353.235,632.778,290.375,303.63,581.16,77.43,84.39,72.29,45.713,78.711,0.387,97.975,661829.576,255,NaN,NaN,100,874395,22,304.5,661.2,52.214,67.92,1.581,0.632,0.65
389,16-1_10min:n_7_t_50:_10022,2448.572,255,0,255,255,255,357.759,630.546,357.759,630.546,270.303,319.29,574.2,65.25,92.22,74.755,41.704,88.783,0.421,94.012,624385.733,255,NaN,NaN,100,824925,23,359.31,574.2,101.206,63.21,1.793,0.558,0.704
390,16-1_10min:n_7_t_52:_10023,2368.34,255,0,255,255,255,361.097,629.279,361.097,629.279,264.785,329.73,570.72,57.42,95.7,81.478,37.01,90.777,0.424,97.117,603926.725,255,NaN,NaN,100,797895,24,361.05,570.72,99.8,54.833,2.202,0.454,0.737
391,16-1_10min:n_7_t_50:_10024,1819.588,255,0,255,255,255,361.973,640.61,361.973,640.61,181.563,332.34,608.13,55.68,58.29,53.771,43.086,111.414,0.694,61.629,463994.838,255,NaN,NaN,100,613020,25,357.57,608.13,108.947,48.955,1.248,0.801,0.892
392,16-1_10min:n_7_t_56:_10025,2423.594,255,0,255,255,255,362.844,627.797,362.844,627.797,265.804,332.34,569.85,50.46,101.79,85.519,36.083,90.872,0.431,103.417,618016.419,255,NaN,NaN,100,816510,26,361.05,569.85,100.176,49.975,2.37,0.422,0.772
393,16-1_10min:n_7_t_56:_10026,2216.203,255,0,255,255,255,361.763,628.481,361.763,628.481,269.459,331.47,569.85,50.46,103.53,83.238,33.9,87.732,0.384,105.79,565131.816,255,NaN,NaN,100,746640,27,360.18,569.85,101.864,48.183,2.455,0.407,0.716
394,16-1_10min:n_7_t_57:_10027,2300.219,255,0,255,255,255,366.176,624.424,366.176,624.424,235.591,340.17,568.98,45.24,93.96,81.695,35.849,88.419,0.521,94.862,586555.87,255,NaN,NaN,100,774945,28,363.66,568.98,97.907,44.143,2.279,0.439,0.851
